Date,OPEN,HIGH,LOW,CLOSE,VOLUME
2006-12-12,12.304102122944998,13.124375597808,11.926776324508019,13.009537311327179,4396158.0
2006-12-13,12.919307229092249,13.3704576402669,12.714238860376499,13.0423482503217,415057.0
2006-12-14,12.747049799371018,13.0423482503217,12.747049799371018,12.952118168086768,135625.0
2006-12-15,12.7962662078628,13.288430292780598,12.779860738365539,13.116172863059369,177599.0
2006-12-18,13.00133457657855,13.3704576402669,13.00133457657855,13.0423482503217,104454.0
2006-12-19,13.124375597808,13.3704576402669,13.00133457657855,13.0423482503217,112787.0
2006-12-20,13.0423482503217,13.73958070395525,13.00133457657855,13.682161560714839,125527.0
2006-12-21,13.73958070395525,13.73958070395525,13.0423482503217,13.3704576402669,115028.0
2006-12-22,13.57552600898265,13.64114788697169,13.124375597808,13.44428225300457,74771.0
2006-12-26,13.3704576402669,13.493498661496348,13.124375597808,13.41147131401005,29743.0
2006-12-27,13.5345123352395,14.1907311151299,13.345849436021009,14.09229829814634,89731.0
2006-12-28,14.100501032894972,14.51063777032647,13.82981078619018,14.313772136359349,84226.0
2006-12-29,14.45321862708606,14.45321862708606,14.149717441386748,14.1907311151299,66266.0
2007-01-03,14.1907311151299,14.1907311151299,13.59193147847991,13.862621725184699,111122.0
2007-01-04,13.788797112447028,13.936446337922368,13.60833694797717,13.788797112447028,47108.0
2007-01-05,13.7805943776984,13.7805943776984,13.657553356468949,13.657553356468949,19331.0
2007-01-08,13.821608051441551,13.821608051441551,13.493498661496348,13.72317523445799,32477.0
2007-01-09,13.714972499709358,13.73958070395525,13.59193147847991,13.66575609121758,26539.0
2007-01-10,13.59193147847991,13.73958070395525,13.083361924064848,13.33764670127238,59110.0
2007-01-11,13.31303849702649,13.567323274234019,13.31303849702649,13.3704576402669,36953.0
2007-01-12,13.41967404875868,13.452484987753198,13.27202482328334,13.345849436021009,45604.0
2007-01-16,13.79699984719566,13.79699984719566,13.255619353786079,13.57552600898265,50072.0
2007-01-17,13.41147131401005,13.73958070395525,13.41147131401005,13.6165396827258,34208.0
2007-01-18,13.50990413099361,13.731377969206617,13.493498661496348,13.5345123352395,43889.0
2007-01-19,13.41147131401005,13.6165396827258,13.2064029452943,13.41967404875868,33367.0
2007-01-22,13.5345123352395,14.03487915490593,13.5345123352395,13.87082445993333,96455.0
2007-01-23,14.15792017613538,14.313772136359349,13.862621725184699,14.07589282864908,135624.0
2007-01-24,14.354785810102499,14.47782683133195,14.026676420157301,14.15792017613538,76351.0
2007-01-25,14.44501589233743,14.47782683133195,13.944649072671,14.108703767643599,107711.0
2007-01-26,14.55165144406962,14.592665117812768,14.108703767643599,14.44501589233743,76776.0
2007-01-29,14.559854178818249,14.67469246529907,14.37939401434839,14.592665117812768,58309.0
2007-01-30,14.67469246529907,14.764922547533999,14.52704323982373,14.764922547533999,69185.0
2007-01-31,14.740314343288109,14.740314343288109,14.52704323982373,14.666489730550438,49342.0
2007-02-01,14.650084261053179,14.650084261053179,14.305569401610722,14.313772136359349,69066.0
2007-02-02,14.39579948384565,14.436813157588801,14.2727584626162,14.354785810102499,43058.0
2007-02-05,14.436813157588801,14.436813157588801,14.16612291088401,14.231744788873051,29420.0
2007-02-06,14.609070587310029,14.609070587310029,14.26455572786757,14.330177605856608,39444.0
2007-02-07,14.436813157588801,14.45321862708606,14.149717441386748,14.182528380381267,63341.0
2007-02-08,14.47782683133195,14.47782683133195,14.11690650239223,14.256352993118938,40817.0
2007-02-09,14.559854178818249,14.559854178818249,14.108703767643599,14.108703767643599,48892.0
2007-02-12,14.100501032894972,14.1907311151299,13.903635398927848,13.903635398927848,59763.0
2007-02-13,14.45321862708606,14.45321862708606,13.91183813367648,14.1907311151299,32748.0
2007-02-14,14.2727584626162,14.33838034060524,14.149717441386748,14.313772136359349,30218.0
2007-02-15,14.37939401434839,14.39579948384565,14.14151470663812,14.231744788873051,22130.0
2007-02-16,14.313772136359349,14.45321862708606,14.067690093900449,14.07589282864908,49913.0
2007-02-20,14.26455572786757,14.412204953342911,14.07589282864908,14.207136584627161,23810.0
2007-02-21,14.26455572786757,14.46962409658332,14.125109237140858,14.215339319375788,39726.0
2007-02-22,14.313772136359349,14.55165144406962,14.125109237140858,14.1907311151299,69411.0
2007-02-23,14.50243503557784,14.50243503557784,14.043081889654559,14.1907311151299,26301.0
2007-02-26,14.125109237140858,14.125109237140858,13.657553356468949,13.772391642949769,52719.0
2007-02-27,13.821608051441551,13.821608051441551,13.0423482503217,13.247416619037448,106549.0
2007-02-28,13.288430292780598,13.35405217076964,12.747049799371018,13.07515918931622,117050.0
2007-03-01,12.943915433338137,13.50170139624498,12.837279881605951,12.984929107081289,122496.0
2007-03-02,12.968523637584031,13.132578332556632,12.7962662078628,12.837279881605951,59323.0
2007-03-05,12.837279881605951,12.837279881605951,12.24668297970459,12.34511579668815,189096.0
2007-03-06,12.427143144174451,12.837279881605951,12.427143144174451,12.61580604339294,85644.0
2007-03-07,12.72244159512513,12.911104494343618,12.68963065613061,12.75525253411965,38859.0
2007-03-08,12.714238860376499,12.7962662078628,12.427143144174451,12.443548613671709,44197.0
2007-03-09,12.394332205179929,12.73064432987376,12.36152126618541,12.62400877814157,31239.0
2007-03-12,12.599400573895679,12.92750996384088,12.50096775691212,12.87009082060047,33129.0
2007-03-13,12.952118168086768,12.952118168086768,12.48456228741486,12.714238860376499,41411.0
2007-03-14,12.60760330864431,12.845482616354579,12.36152126618541,12.40253493992856,84973.0
2007-03-15,12.48456228741486,12.919307229092249,12.40253493992856,12.61580604339294,66916.0
2007-03-16,12.93571269858951,12.93571269858951,12.632211512890201,12.66502245188472,38840.0
2007-03-19,12.58299510439842,12.62400877814157,12.27129118395048,12.36152126618541,66735.0
2007-03-20,12.468156817917599,12.468156817917599,12.18106110171555,12.40253493992856,117418.0
2007-03-21,12.427143144174451,12.738847064622389,12.36972400093404,12.62400877814157,118009.0
2007-03-22,12.5501841654039,13.362254905518268,12.5501841654039,13.2064029452943,131128.0
2007-03-23,13.21460568004293,13.452484987753198,13.017740046075808,13.345849436021009,36541.0
2007-03-26,13.27202482328334,13.6165396827258,13.27202482328334,13.5345123352395,60171.0
2007-03-27,13.477093191999089,13.54271506998813,13.395065844512787,13.40326857926142,23954.0
2007-03-28,13.452484987753198,13.50990413099361,13.0423482503217,13.40326857926142,53898.0
2007-03-29,13.452484987753198,13.944649072671,13.452484987753198,13.7805943776984,73808.0
2007-03-30,13.92824360317374,14.07589282864908,13.124375597808,13.124375597808,553202.0
2007-04-02,13.2064029452943,13.2064029452943,12.56658963490116,12.919307229092249,120594.0
2007-04-03,14.14151470663812,14.14151470663812,13.51810686574224,13.862621725184699,200290.0
2007-04-04,13.903635398927848,13.944649072671,13.690364295463471,13.788797112447028,45828.0
2007-04-05,13.70676976496073,13.895432664179221,13.559120539485392,13.84621625568744,53209.0
2007-04-09,13.903635398927848,14.043081889654559,13.66575609121758,13.92824360317374,65758.0
2007-04-10,13.84621625568744,14.280961197364828,13.84621625568744,14.100501032894972,60996.0
2007-04-11,14.1907311151299,14.1907311151299,13.731377969206617,13.895432664179221,68334.0
2007-04-12,13.944649072671,14.280961197364828,13.944649072671,14.182528380381267,73558.0
2007-04-13,14.32197487110798,14.625476056807287,13.95285180741963,14.39579948384565,67790.0
2007-04-16,14.51063777032647,14.764922547533999,14.256352993118938,14.543448709320991,47558.0
2007-04-17,14.650084261053179,14.6828952000477,14.428610422840169,14.61727332205866,110008.0
2007-04-18,14.72390887379085,14.945382712003859,14.6008678525614,14.855152629768929,65864.0
2007-04-19,14.8469498950203,15.10123467222783,14.37939401434839,15.10123467222783,55581.0
2007-04-20,15.199667489211391,15.503168674910698,15.0110045899929,15.404735857927141,77401.0
2007-04-23,14.764922547533999,15.02741005949016,14.69930066954496,14.797733486528518,110603.0
2007-04-24,14.80593622127715,14.871558099266188,14.72390887379085,14.86335536451756,52815.0
2007-04-25,14.9289772425066,15.01920732474153,14.568056913566881,14.773125282282631,37582.0
2007-04-26,14.81413895602578,14.9289772425066,14.625476056807287,14.8469498950203,93794.0
2007-04-27,14.764922547533999,14.8469498950203,14.63367879155592,14.74851707803674,34668.0
2007-04-30,14.764922547533999,14.87976083401482,14.71570613904222,14.71570613904222,64930.0
2007-05-01,14.764922547533999,14.871558099266188,14.518840505075099,14.871558099266188,45624.0
2007-05-02,14.969990916249749,15.13404561122235,14.764922547533999,14.80593622127715,34089.0
2007-05-03,14.72390887379085,15.15865381546824,14.6008678525614,14.87976083401482,37704.0
2007-05-04,14.945382712003859,15.1750592849655,14.764922547533999,15.14224834597098,49956.0
2007-05-07,15.10123467222783,15.10123467222783,14.74851707803674,15.035612794238787,29162.0
2007-05-08,15.207870223960018,15.207870223960018,14.764922547533999,15.08482920273057,29705.0
2007-05-09,14.969990916249749,15.1750592849655,14.91257177300934,15.117640141725088,24336.0
2007-05-10,14.986396385747009,15.1750592849655,14.8469498950203,15.076626467981939,74906.0
2007-05-11,15.12584287647372,15.298100306194948,14.92077450775797,15.216072958708649,22470.0
2007-05-14,15.166856550216869,15.4211413274244,15.06842373323331,15.13404561122235,26031.0
2007-05-15,14.961788181501118,15.31450577569221,14.961788181501118,15.093031937479198,36726.0
2007-05-16,15.18326201971413,15.503168674910698,15.117640141725088,15.49496594016207,115544.0
2007-05-17,15.51957414440796,15.716439778375081,15.503168674910698,15.56879055289974,86774.0
2007-05-18,15.585196022396998,15.741047982620971,15.503168674910698,15.609804226642892,76797.0
2007-05-21,15.634412430888778,15.80666986061001,15.560587818151108,15.64261516563741,50650.0
2007-05-22,15.757453452118229,15.872291738599051,15.552385083402479,15.864089003850419,42574.0
2007-05-23,15.872291738599051,15.978927290331239,15.70003430887782,15.77385892161549,28377.0
2007-05-24,15.72464251312371,15.72464251312371,15.150451080719609,15.199667489211391,62284.0
2007-05-25,15.216072958708649,15.404735857927141,15.1750592849655,15.330911245189471,11641.0
2007-05-29,15.207870223960018,15.355519449435358,15.109437406976461,15.224275693457278,40478.0
2007-05-30,15.05201826373605,15.355519449435358,15.04381552898742,15.240681162954537,16605.0
2007-05-31,15.216072958708649,15.535979613905221,15.15865381546824,15.30630304094358,100985.0
2007-06-01,15.49496594016207,15.823075330107267,15.2570866324518,15.72464251312371,54991.0
2007-06-04,15.64261516563741,16.118373781057947,15.609804226642892,16.06915737256617,80137.0
2007-06-05,16.05275190306891,16.47929410999767,15.95431908608535,16.14298198530384,118981.0
2007-06-06,15.970724555582608,16.118373781057947,15.59339875714563,15.64261516563741,43155.0
2007-06-07,15.503168674910698,15.503168674910698,14.73211160853948,14.80593622127715,109224.0
2007-06-08,14.855152629768929,14.961788181501118,14.461421361834688,14.72390887379085,51349.0
2007-06-11,14.71570613904222,14.887963568763448,14.625476056807287,14.74851707803674,29895.0
2007-06-12,14.830544425523037,15.1750592849655,14.6828952000477,14.764922547533999,108848.0
2007-06-13,14.855152629768929,15.28989757144632,14.78953075177989,15.13404561122235,37997.0
2007-06-14,15.191464754462759,15.741047982620971,15.1750592849655,15.412938592675768,30551.0
2007-06-15,15.634412430888778,15.78206165636412,15.298100306194948,15.34731671468673,79007.0
2007-06-18,15.503168674910698,15.6672233698833,15.191464754462759,15.535979613905221,69843.0
2007-06-19,15.503168674910698,15.741047982620971,15.13404561122235,15.46215500116755,53937.0
2007-06-20,15.56879055289974,15.659020635134668,15.14224834597098,15.46215500116755,42469.0
2007-06-21,15.4211413274244,15.790264391112748,14.9289772425066,15.2570866324518,40324.0
2007-06-22,15.224275693457278,15.765656186866858,14.9289772425066,15.765656186866858,492903.0
2007-06-25,15.7492507173696,16.1593874548011,15.650817900386038,15.7492507173696,94425.0
2007-06-26,15.96252182083398,15.96252182083398,15.207870223960018,15.527776879156589,46226.0
2007-06-27,15.322708510440838,15.38833038842988,15.12584287647372,15.216072958708649,60231.0
2007-06-28,15.23247842820591,15.6672233698833,15.23247842820591,15.38012765368125,55592.0
2007-06-29,15.47035773591618,15.790264391112748,15.06842373323331,15.216072958708649,87355.0
2007-07-02,15.322708510440838,15.56879055289974,15.2570866324518,15.404735857927141,30937.0
2007-07-03,15.503168674910698,15.56879055289974,15.28989757144632,15.527776879156589,17855.0
2007-07-05,15.453952266418918,15.453952266418918,14.91257177300934,15.199667489211391,41862.0
2007-07-06,15.191464754462759,15.46215500116755,15.117640141725088,15.412938592675768,57355.0
2007-07-09,15.404735857927141,15.790264391112748,15.404735857927141,15.6672233698833,79884.0
2007-07-10,15.535979613905221,15.741047982620971,15.27349210194906,15.38012765368125,62573.0
2007-07-11,15.43754679692166,15.527776879156589,14.72390887379085,14.969990916249749,74226.0
2007-07-12,15.002801855244268,15.0110045899929,14.6008678525614,14.945382712003859,55715.0
2007-07-13,14.87976083401482,14.961788181501118,14.70750340429359,14.91257177300934,22470.0
2007-07-16,15.002801855244268,15.002801855244268,14.2727584626162,14.330177605856608,30302.0
2007-07-17,14.313772136359349,14.354785810102499,13.51810686574224,14.05948735915182,86557.0
2007-07-18,13.944649072671,14.09229829814634,13.550917804736759,13.788797112447028,57210.0
2007-07-19,13.821608051441551,13.96105454216826,13.5345123352395,13.6165396827258,56478.0
2007-07-20,13.583728743731278,14.002068215911411,12.85368535110321,13.10797012831074,63022.0
2007-07-23,13.21460568004293,13.28022755803197,12.62400877814157,12.878293555349098,102672.0
2007-07-24,12.89469902484636,13.288430292780598,12.61580604339294,12.61580604339294,109997.0
2007-07-25,12.706036125627868,13.009537311327179,12.3861294704313,12.952118168086768,81334.0
2007-07-26,12.943915433338137,12.9603209028354,12.40253493992856,12.779860738365539,67444.0
2007-07-27,12.77165800361691,12.99313184182992,12.04981734573747,12.41894040942582,83962.0
2007-07-30,12.468156817917599,13.0423482503217,11.95958726350254,12.65681971713609,111203.0
2007-07-31,12.812671677360058,13.255619353786079,12.7962662078628,12.812671677360058,82345.0
2007-08-01,12.747049799371018,13.124375597808,12.328710327190889,12.845482616354579,70209.0
2007-08-02,12.943915433338137,13.42787678350731,12.60760330864431,12.919307229092249,81875.0
2007-08-03,12.968523637584031,13.07515918931622,12.23027751020733,12.41073767467719,123779.0
2007-08-06,11.721707955792269,11.721707955792269,9.531577777908058,11.401801300595698,240395.0
2007-08-07,11.459220443836111,12.394332205179929,11.05728644115324,12.08262828473199,99728.0
2007-08-08,12.189263836464178,13.70676976496073,12.16465563221829,13.567323274234019,164642.0
2007-08-09,13.50990413099361,13.64935062172032,12.968523637584031,13.395065844512787,90423.0
2007-08-10,12.9603209028354,13.657553356468949,12.197466571212809,13.239213884288821,80361.0
2007-08-13,13.477093191999089,13.920040868425108,12.394332205179929,13.468890457250462,72894.0
2007-08-14,13.40326857926142,13.60833694797717,11.82014077277583,12.03341187624021,94794.0
2007-08-15,12.04981734573747,12.04981734573747,10.54051415198955,11.22134113612584,195254.0
2007-08-16,11.04088097165598,12.7962662078628,10.2534184357875,12.7962662078628,139116.0
2007-08-17,13.30483576227786,13.485295926747721,12.51737322640938,12.878293555349098,112621.0
2007-08-20,12.911104494343618,13.09156465881348,12.09903375422925,12.65681971713609,114039.0
2007-08-21,12.65681971713609,13.009537311327179,12.31230485769363,12.78806347311417,45185.0
2007-08-22,12.911104494343618,13.09156465881348,12.492765022163491,12.697833390879241,67138.0
2007-08-23,12.779860738365539,12.779860738365539,12.328710327190889,12.394332205179929,25837.0
2007-08-24,12.427143144174451,12.92750996384088,12.36152126618541,12.68963065613061,35147.0
2007-08-27,12.65681971713609,12.845482616354579,12.24668297970459,12.45175134842034,27473.0
2007-08-28,12.377926735682669,12.75525253411965,12.09903375422925,12.632211512890201,64832.0
2007-08-29,12.68963065613061,12.68963065613061,12.04981734573747,12.65681971713609,41720.0
2007-08-30,12.50096775691212,12.51737322640938,12.16465563221829,12.41073767467719,37231.0
2007-08-31,12.45175134842034,12.75525253411965,12.427143144174451,12.541981430655268,29008.0
2007-09-04,12.492765022163491,12.7962662078628,12.328710327190889,12.706036125627868,36132.0
2007-09-05,12.56658963490116,12.7962662078628,12.427143144174451,12.492765022163491,33720.0
2007-09-06,12.51737322640938,12.72244159512513,12.45175134842034,12.61580604339294,55193.0
2007-09-07,12.3861294704313,12.43534587892308,11.86115444651898,12.00060093724569,59977.0
2007-09-10,12.04981734573747,12.04981734573747,11.18032746238269,11.483828648082,56041.0
2007-09-11,11.55765326081967,11.5658559955683,10.983461828415571,11.5658559955683,67942.0
2007-09-12,11.516639587076519,11.746316160038159,11.0736919106505,11.61507240406008,50647.0
2007-09-13,11.721707955792269,11.82834350752446,11.401801300595698,11.729910690540901,30169.0
2007-09-14,11.574058730316928,12.058020080486099,11.50023411757926,11.86115444651898,35409.0
2007-09-17,11.811938038027199,11.811938038027199,11.09830011489639,11.19673293187995,69388.0
2007-09-18,11.27876027936625,12.27949391869911,11.122908319142281,12.123641958475138,75948.0
2007-09-19,12.27129118395048,12.7962662078628,12.09903375422925,12.697833390879241,93207.0
2007-09-20,12.706036125627868,12.706036125627868,12.04161461098884,12.377926735682669,20809.0
2007-09-21,12.492765022163491,12.632211512890201,12.20566930596144,12.24668297970459,72371.0
2007-09-24,12.222074775458701,12.60760330864431,12.017006406742949,12.20566930596144,29613.0
2007-09-25,12.09083101948062,12.33691306193952,11.984195467748428,12.28769665344774,24724.0
2007-09-26,12.32050759244226,12.632211512890201,12.32050759244226,12.61580604339294,61871.0
2007-09-27,12.648616982387459,12.714238860376499,12.45175134842034,12.67322518663335,53891.0
2007-09-28,12.640414247638828,12.714238860376499,12.27129118395048,12.35331853143678,51185.0
2007-10-01,12.41894040942582,12.714238860376499,12.29589938819637,12.706036125627868,60100.0
2007-10-02,12.706036125627868,12.706036125627868,12.394332205179929,12.50096775691212,40897.0
2007-10-03,12.509170491660749,12.632211512890201,12.33691306193952,12.62400877814157,69042.0
2007-10-04,12.65681971713609,12.706036125627868,12.492765022163491,12.640414247638828,40256.0
2007-10-05,12.5501841654039,12.632211512890201,12.189263836464178,12.59119783914705,64175.0
2007-10-08,12.60760330864431,12.60760330864431,11.9759927329998,12.04981734573747,47905.0
2007-10-09,12.07442554998336,12.541981430655268,11.69709975154638,12.541981430655268,34281.0
2007-10-10,12.45995408316897,12.56658963490116,12.09083101948062,12.36972400093404,35184.0
2007-10-11,12.41894040942582,12.52557596115801,11.836546242273089,12.222074775458701,57111.0
2007-10-12,12.20566930596144,12.27949391869911,11.90216812026213,12.25488571445322,22031.0
2007-10-15,12.222074775458701,12.222074775458701,11.54945052607104,11.664288812551861,46405.0
2007-10-16,11.606869669311449,11.75451889478679,11.34438215735529,11.401801300595698,37043.0
2007-10-17,11.55765326081967,11.647883343054598,11.21313840137721,11.53304505657378,47505.0
2007-10-18,11.50023411757926,11.50023411757926,11.09830011489639,11.36078762685255,31713.0
2007-10-19,11.36078762685255,11.36078762685255,10.57332509098407,10.597933295229959,54963.0
2007-10-22,10.597933295229959,10.9096372156779,10.32724304852517,10.83581260294023,50318.0
2007-10-23,10.901434480929268,11.43461223959022,10.83581260294023,11.27876027936625,34311.0
2007-10-24,11.16392199288543,11.16392199288543,10.679960642716258,11.11470558439365,32479.0
2007-10-25,11.21313840137721,11.237746605623098,10.63074423422448,10.88502901143201,42111.0
2007-10-26,11.139313788639539,11.270557544617619,10.58973056048133,10.688163377464889,83282.0
2007-10-29,10.8276098681916,11.0736919106505,10.4995004782464,10.663555173219,52704.0
2007-10-30,10.548716886738179,10.868623541934749,10.11397194506079,10.351851252771059,64489.0
2007-10-31,10.417473130760099,10.67175790796763,10.3354457832738,10.56512235623544,60733.0
2007-11-01,10.32724304852517,10.51590594774366,10.171391088301199,10.36825672226832,96172.0
2007-11-02,10.548716886738179,11.01627276741009,10.343648518022428,10.89323174618064,39581.0
2007-11-05,10.868623541934749,10.868623541934749,10.171391088301199,10.29443210953065,46710.0
2007-11-06,10.13037741455805,10.77839345969982,10.13037741455805,10.38466219176558,79029.0
2007-11-07,10.138580149306678,10.22881023154161,9.310103939695049,9.744848881372441,77943.0
2007-11-08,9.85148443310463,10.44208133500599,9.81047075936148,10.44208133500599,41584.0
2007-11-09,10.29443210953065,11.122908319142281,10.212404762044349,10.901434480929268,51333.0
2007-11-12,10.868623541934749,11.19673293187995,10.81120439869434,11.024475502158719,42976.0
2007-11-13,11.172124727634058,12.123641958475138,11.065489175901869,12.123641958475138,57192.0
2007-11-14,12.18106110171555,12.18106110171555,11.0736919106505,11.28696301411488,36136.0
2007-11-15,11.28696301411488,11.459220443836111,10.9916645631642,11.05728644115324,51803.0
2007-11-16,11.08189464539913,11.43461223959022,11.0736919106505,11.41820677009296,49901.0
2007-11-19,11.27876027936625,11.303368483612138,11.0736919106505,11.106502849645018,55460.0
2007-11-20,11.08189464539913,11.36078762685255,10.237012966290239,10.43387860025736,87790.0
2007-11-21,10.29443210953065,10.29443210953065,9.753051616121072,9.818673494110111,49517.0
2007-11-23,9.9253090458423,10.13037741455805,9.613605125394361,9.720240677126549,17559.0
2007-11-26,9.64641606438888,9.81047075936148,8.99019728449848,9.03121095824163,61498.0
2007-11-27,8.99019728449848,9.25268479645464,8.79333165053136,8.973791815001219,69637.0
2007-11-28,9.06402189723615,9.50696957366217,9.01480548874437,9.27729300070053,66117.0
2007-11-29,9.27729300070053,9.39213128718135,8.67849336405054,8.694898833547798,55108.0
2007-11-30,8.89176446751492,9.04761642773889,8.60466875131287,8.60466875131287,61536.0
2007-12-03,8.580060547066982,8.580060547066982,8.17812654438411,8.2847620961163,66098.0
2007-12-04,8.096099196897809,8.2847620961163,7.89923356293069,8.20273474863,83905.0
2007-12-05,8.391397647848489,8.81793985477725,8.186329279132739,8.80973712002862,59710.0
2007-12-06,8.80973712002862,9.68742973813203,8.80973712002862,9.68742973813203,85423.0
2007-12-07,9.695632472880659,10.16318835355257,9.662821533886138,9.761254350869699,46085.0
2007-12-10,9.728443411875178,10.10576921031216,9.728443411875178,10.072958271317638,42599.0
2007-12-11,10.16318835355257,10.417473130760099,9.597199655897098,9.613605125394361,83073.0
2007-12-12,9.843281698356,10.11397194506079,9.65461879913751,9.85968716785326,67906.0
